Tool 1 :C:\Program Files (x86)\Northern Digital Inc\8700449.rom
Tool 2 :C:\Program Files (x86)\Northern Digital Inc\8700339.rom
YCB Object No.:746485
Frame No: TimeStamp--Tool 1, 2: Tx,Ty, Tz, Q0, Qx, Qy, Qz, *** Tx,Ty, Tz, Q0, Qx, Qy, Qz
Measurement Completed for 12/12/2017 at 7:50 PM.

Frame 7447, 2017-12-12-19-50-11.542210, Tool  1, -179.140121, 22.155312, -1943.162720, 0.553274, 0.304587, -0.238501, 0.737721, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7450, 2017-12-12-19-50-11.627215, Tool  1, -176.968475, 23.387245, -1943.964478, 0.555042, 0.302941, -0.237532, 0.737384, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7456, 2017-12-12-19-50-11.709219, Tool  1, -171.921722, 25.707064, -1945.224243, 0.558182, 0.300072, -0.239002, 0.735709, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7462, 2017-12-12-19-50-11.793224, Tool  1, -169.698273, 26.867493, -1946.204590, 0.559479, 0.298936, -0.237813, 0.735572, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7465, 2017-12-12-19-50-11.877229, Tool  1, -169.150909, 26.992794, -1946.273560, 0.559503, 0.298571, -0.235970, 0.736296, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7471, 2017-12-12-19-50-11.959234, Tool  1, -168.034042, 27.842318, -1944.855469, 0.560314, 0.301795, -0.234306, 0.734895, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7477, 2017-12-12-19-50-12.043239, Tool  1, -168.023315, 28.228006, -1943.490845, 0.560349, 0.303841, -0.233556, 0.734263, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7480, 2017-12-12-19-50-12.128243, Tool  1, -168.448959, 28.060446, -1942.817383, 0.559661, 0.304012, -0.234016, 0.734570, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7486, 2017-12-12-19-50-12.208248, Tool  1, -168.814865, 27.813948, -1941.375610, 0.559722, 0.304599, -0.233987, 0.734290, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 7492, 2017-12-12-19-50-12.292253, Tool  1, -167.176514, 28.561258, -1939.240601, 0.559210, 0.305572, -0.236918, 0.733336, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
